id,tipo_equipo,enciende,sufrio_golpe,hace_ruido,sobrecalienta,muy_lento,pantalla_negra,pantalla_azul,no_imprime,atasca_papel,imprime_lineas,succion_bomba,no_enciende_del_todo,reinicia_solo,error_sistema,pitidos_encendido,funciona_sin_bateria,funciona_tras_golpe,muy_lento_post_formato,tipo_falla,reparacion,costo_aprox
196,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,188.47
197,PC de escritorio,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,40.58
198,Laptop,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,Falla de hardware,Revisión y cambio de componente,94.66
199,Laptop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.54
200,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.83
201,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.03
202,Laptop,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Falla de software,Formateo y reinstalación,54.66
203,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,52.13
204,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,49.81
205,Impresora Epson,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,52.61
206,PC de escritorio,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,Falla de hardware,Revisión y cambio de componente,366.65
207,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.75
208,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.65
209,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.11
210,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,Falla de software,Formateo y reinstalación,43.99
211,Laptop,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,57.91
212,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,54.52
213,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.94
214,Laptop,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Falla de hardware,Revisión y cambio de componente,704.87
215,Impresora Epson,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,56.16
216,PC de escritorio,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,190.71
217,PC de escritorio,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,47.21
218,Laptop,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.06
219,Impresora Epson,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,54.68
220,Laptop,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,Falla de hardware,Revisión y cambio de componente,441.52
221,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.02
222,Impresora Epson,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,42.91
223,Impresora Epson,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,55.15
224,Laptop,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.46
225,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,186.42
226,PC de escritorio,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Falla de hardware,Revisión y cambio de componente,505.49
227,PC de escritorio,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.0
228,Laptop,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Falla de hardware,Revisión y cambio de componente,111.17
229,PC de escritorio,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,Falla de hardware,Revisión y cambio de componente,375.21
230,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,43.3
231,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,51.94
232,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,51.45
233,Laptop,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.21
234,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,49.44
235,Laptop,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,Falla de energía,Revisión de fuente o cargador,54.25
236,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.55
237,Laptop,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Falla de hardware,Revisión y cambio de componente,225.2
238,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.53
239,Laptop,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,182.64
240,Laptop,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,193.87
241,PC de escritorio,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,45.76
242,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,198.58
243,Laptop,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Falla de hardware,Revisión y cambio de componente,751.62
244,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.31
245,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.52
246,PC de escritorio,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,45.97
247,Impresora Epson,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,41.51
248,Impresora Epson,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,57.83
249,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,41.98
250,Laptop,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Falla de hardware,Revisión y cambio de componente,231.01
251,PC de escritorio,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Falla de software,Formateo y reinstalación,55.31
252,Laptop,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.2
253,Impresora Epson,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,41.82
254,Laptop,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,44.81
255,Impresora Epson,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,48.36
256,PC de escritorio,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,SO incompatible,Reinstalación con SO compatible,49.79
257,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,47.76
258,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,44.32
259,Laptop,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,43.74
260,Laptop,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,Falla de hardware,Revisión y cambio de componente,606.94
261,Laptop,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Falla de software,Formateo y reinstalación,49.8
262,Impresora Epson,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,38.94
263,PC de escritorio,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,Falla de hardware,Revisión y cambio de componente,221.82
264,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,54.99
265,PC de escritorio,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Falla de hardware,Revisión y cambio de componente,370.43
266,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,49.54
267,Laptop,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,Falla de hardware,Revisión y cambio de componente,488.68
268,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,187.25
269,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,52.63
270,Impresora Epson,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,53.72
271,PC de escritorio,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,181.47
272,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,52.9
273,Impresora Epson,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,41.34
274,PC de escritorio,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.71
275,Impresora Epson,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,42.67
276,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,44.13
277,Laptop,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.27
278,PC de escritorio,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Falla de hardware,Revisión y cambio de componente,404.87
279,PC de escritorio,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.98
280,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,52.21
281,Laptop,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,SO incompatible,Reinstalación con SO compatible,54.97
282,PC de escritorio,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,Falla de hardware,Revisión y cambio de componente,254.99
283,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,51.25
284,Laptop,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,Falla de hardware,Revisión y cambio de componente,535.7
285,Impresora Epson,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,53.05
286,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,44.95
287,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,SO incompatible,Reinstalación con SO compatible,43.89
288,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.54
289,Laptop,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,Falla de hardware,Revisión y cambio de componente,205.49
290,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.73
291,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.1
292,Laptop,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,Falla de hardware,Revisión y cambio de componente,246.2
293,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.8
294,Laptop,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,Falla de pantalla,Cambio de pantalla,181.93
295,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,SO incompatible,Reinstalación con SO compatible,46.76
296,Impresora Epson,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,52.94
297,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.21
298,PC de escritorio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,188.51
299,Laptop,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Falla de software,Formateo y reinstalación,55.38
300,Impresora Epson,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,58.98
301,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.01
302,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,51.64
303,PC de escritorio,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Falla de hardware,Revisión y cambio de componente,106.47
304,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,43.21
305,PC de escritorio,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,51.93
306,Laptop,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,40.74
307,Impresora Epson,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,51.3
308,Impresora Epson,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,47.59
309,PC de escritorio,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,42.61
310,Laptop,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.61
311,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.84
312,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,40.75
313,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,42.0
314,Impresora Epson,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,43.04
315,Laptop,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.75
316,PC de escritorio,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,Falla de hardware,Revisión y cambio de componente,119.85
317,Laptop,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,195.63
318,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.13
319,Laptop,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.7
320,Impresora Epson,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,52.61
321,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,48.8
322,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,46.75
323,PC de escritorio,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,Falla de software,Formateo y reinstalación,55.03
324,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,55.24
325,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,193.2
326,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,46.09
327,PC de escritorio,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,41.16
328,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,54.31
329,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.64
330,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.19
331,Laptop,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,Falla de hardware,Revisión y cambio de componente,499.55
332,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,50.12
333,Laptop,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,Falla de hardware,Revisión y cambio de componente,327.77
334,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.13
335,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,42.88
336,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,49.55
337,Impresora Epson,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,37.1
338,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,SO incompatible,Reinstalación con SO compatible,54.08
339,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Falla de energía,Revisión de fuente o cargador,49.82
340,Impresora Epson,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,49.75
341,Laptop,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,47.17
342,Impresora Epson,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,38.83
343,Laptop,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,198.58
344,PC de escritorio,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,48.42
345,Laptop,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de energía,Revisión de fuente o cargador,48.04
346,PC de escritorio,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,Falla de hardware,Revisión y cambio de componente,915.85
347,Impresora Epson,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,54.06
348,PC de escritorio,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,49.92
349,Laptop,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,46.79
350,Laptop,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Falla de software,Formateo y reinstalación,44.05
351,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.23
352,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.68
353,Laptop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,180.02
354,Laptop,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,40.54
355,Laptop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.33
356,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,56.36
357,PC de escritorio,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,186.09
358,Laptop,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.78
359,Laptop,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,51.8
360,Laptop,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,46.33
361,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,55.94
362,Impresora Epson,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,37.35
363,PC de escritorio,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Falla de software,Formateo y reinstalación,57.47
364,PC de escritorio,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,Falla de software,Formateo y reinstalación,50.07
365,Impresora Epson,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,38.9
366,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.06
367,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de software,Formateo y reinstalación,48.38
368,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,SO incompatible,Reinstalación con SO compatible,58.39
369,Impresora Epson,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,41.52
370,Impresora Epson,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,44.73
371,Impresora Epson,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,57.92
372,Laptop,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,Falla de pantalla,Cambio de pantalla,194.43
373,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,58.42
374,Laptop,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.39
375,Laptop,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,46.81
376,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.06
377,Impresora Epson,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,40.94
378,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,199.31
379,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Falla de software,Formateo y reinstalación,49.23
380,Laptop,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de energía,Revisión de fuente o cargador,43.76
381,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,184.53
382,Impresora Epson,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,50.92
383,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.89
384,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Falla de hardware,Revisión y cambio de componente,214.99
385,Impresora Epson,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,40.62
386,PC de escritorio,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,191.28
387,Laptop,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,41.23
388,PC de escritorio,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.81
389,Laptop,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,43.51
390,Laptop,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,41.05
391,Impresora Epson,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Falla de impresión,Limpieza de cabezales o rodillos,41.47
392,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sobrecalentamiento,Limpieza interna y pasta térmica,45.92
393,PC de escritorio,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Falla de software,Formateo y reinstalación,55.19
